canonical_candidate_id,person_id,candidate_name,election_cycle,primitive_axis,adjudicated_issue_valence,adjudication_status,controlling_evidence_scope,controlling_records,controlling_source_types,post_adjudication_conflict_ratio
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,civil_social_liberty,0.6666666666666666,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,6,candidate_questionnaire,0.2
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,criminal_punishment,0.4444444444444444,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,9,candidate_questionnaire,0.3333333333333333
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,deficit_discipline,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,education_accountability,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,education_market_choice,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,education_public_funding,0.5,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,environmental_protection,-0.25,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.5
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,gun_access,0.9500000000000001,adjudicated_alignment_with_named_pole,issue_specific_group_signals,2,interest_group_rating,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,healthcare_access,0.8333333333333334,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,3,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,labor_capital_alignment,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,land_use_property_rights,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,market_governance,0.5,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.3333333333333333
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,marriage_equality,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,religion_state,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,tax_burden,0.16666666666666666,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,9,candidate_questionnaire,0.3333333333333333
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,voting_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,welfare_conditionality,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,3,candidate_questionnaire,0.0
AL-1998-house-1-D-STARKEY,ALPERSON-STARKEY,Starkey,1998.0,welfare_generosity,0.75,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,abortion_access,0.0,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,2,candidate_questionnaire,1.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,anti_discrimination,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,civil_social_liberty,0.6,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,5,candidate_questionnaire,0.25
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,criminal_punishment,0.5714285714285714,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,7,candidate_questionnaire,0.2
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,deficit_discipline,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,education_accountability,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,education_market_choice,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,education_public_funding,0.0,adjudicated_balanced_or_unclear_direction,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,environmental_protection,-0.875,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,gun_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,healthcare_access,0.5,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,market_governance,0.0,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,2,candidate_questionnaire,1.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,marriage_equality,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,tax_burden,-0.05555555555555555,adjudicated_balanced_or_unclear_direction,direct_candidate_behavior_or_statement,9,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,voting_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-1-R-BEER,ALPERSON-BEER,Beer,1998.0,welfare_generosity,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,abortion_access,0.0,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,2,candidate_questionnaire,1.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,anti_discrimination,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,civil_social_liberty,-0.3333333333333333,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,candidate_questionnaire|legislative_vote,0.5
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,criminal_punishment,0.7727272727272727,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,11,candidate_questionnaire|legislative_vote,0.1
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,deficit_discipline,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,education_accountability,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,education_market_choice,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,education_public_funding,0.6666666666666666,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,3,candidate_questionnaire|legislative_vote,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,environmental_protection,-0.625,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.3333333333333333
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,gun_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,healthcare_access,0.0,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,candidate_questionnaire|legislative_vote,1.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,market_governance,-0.3333333333333333,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,candidate_questionnaire|legislative_vote,0.5
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,marriage_equality,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,public_employee_compensation,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,religion_state,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,tax_burden,0.1,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,10,candidate_questionnaire|legislative_vote,0.5
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,voting_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,welfare_conditionality,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,3,candidate_questionnaire,0.0
AL-1998-house-10-R-HANEY,ALPERSON-HANEY,Haney,1998.0,welfare_generosity,0.5,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,civil_social_liberty,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,criminal_punishment,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,education_public_funding,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,gun_access,0.9500000000000001,adjudicated_alignment_with_named_pole,issue_specific_group_signals,2,interest_group_rating,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,healthcare_access,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,market_governance,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,public_employee_compensation,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,religion_state,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-102-R-TURNER,ALPERSON-TURNER,Turner,1998.0,tax_burden,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,civil_social_liberty,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,criminal_punishment,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,education_public_funding,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,gun_access,0.9500000000000001,adjudicated_alignment_with_named_pole,issue_specific_group_signals,2,interest_group_rating,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,healthcare_access,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,market_governance,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,public_employee_compensation,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,religion_state,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,legislative_vote,0.0
AL-1998-house-104-R-DEAN,ALPERSON-DEAN,Dean,1998.0,tax_burden,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,legislative_vote,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,abortion_access,-0.3333333333333333,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,3,candidate_questionnaire,0.5
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,anti_discrimination,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,childcare_support,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,civil_social_liberty,0.6,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,5,candidate_questionnaire,0.25
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,criminal_punishment,0.6428571428571429,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,7,candidate_questionnaire,0.16666666666666666
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,deficit_discipline,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,education_accountability,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,education_public_funding,0.25,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,environmental_protection,-0.5,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,gun_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,healthcare_access,-0.5,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,labor_capital_alignment,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,market_governance,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,marriage_equality,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,religion_state,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,tax_burden,0.05555555555555555,adjudicated_substantively_mixed,direct_candidate_behavior_or_statement,9,candidate_questionnaire,0.5
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,welfare_conditionality,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-D-STRAUB,ALPERSON-STRAUB,Straub,1998.0,welfare_generosity,-0.5,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,abortion_access,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,anti_discrimination,-1.0,adjudicated_opposition_to_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,childcare_support,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,civil_social_liberty,0.5,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,8,candidate_questionnaire|legislative_vote,0.3333333333333333
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,criminal_punishment,0.8461538461538461,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,13,candidate_questionnaire|legislative_vote,0.08333333333333333
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,deficit_discipline,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,education_accountability,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,1,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,education_market_choice,1.0,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,2,candidate_questionnaire,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,education_public_funding,0.8333333333333334,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,3,candidate_questionnaire|legislative_vote,0.0
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,environmental_protection,0.375,adjudicated_alignment_with_named_pole,direct_candidate_behavior_or_statement,4,candidate_questionnaire,0.3333333333333333
AL-1998-house-105-R-CRIGLER,ALPERSON-CRIGLER,Crigler,1998.0,gun_access,1.0,adjudicated_alignment_with_named_pole,issue_specific_group_signals,2,interest_group_rating,0.0
