election_year,section,question,option_text,policy_key,dimension,affirmative_direction,coding_confidence,response_mode,coding_status,policy_family,normalized_option,ontology_version,item_id_v3,review_id,policy_key_v3,effects_json_v3,constituency_tags_json,response_mode_v3,mapping_authority_v3,mapped_effects_v3,score_eligible_v3
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",c) Environment,spending_environment,environment_position,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,environment,3.0.0,B5384E660442EF07,AC28CE293E025CB4,spending_environment,"[{""axis"":""environmental_protection"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",d) Health care,spending_healthcare,healthcare_position,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,health care,3.0.0,0D0F4B7E52C5FEDF,4A8BE5A10698242C,spending_healthcare,"[{""axis"":""healthcare_access"",""pole"":""expand"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",e) Law enforcement/corrections,,,,,,unmapped,fiscal_tax_budget,law enforcement/corrections,3.0.0,9ACB405A477B90D7,7F56AA668C1DD545,,[],[],binary,unreviewed,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",f) Transportation/infrastructure,,,,,,unmapped,fiscal_tax_budget,transportation/infrastructure,3.0.0,3CE9E1C4B3BCA7E1,A034F58CAE369A18,,[],[],binary,unreviewed,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",g) Welfare,spending_welfare,economic_ideology,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,welfare,3.0.0,D71B6DECA51FB5DF,D0C6030A463AD06E,spending_welfare,"[{""axis"":""welfare_generosity"",""pole"":""expand"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",a) Alcohol taxes,tax_alcohol,economic_ideology,-1.0,medium,ordinal,rule_mapped,fiscal_tax_budget,alcohol taxes,3.0.0,2CAFF6846F7D1B31,6ACCDD7940BDFC7B,tax_alcohol,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",b) Cigarette taxes,tax_cigarette,economic_ideology,-1.0,medium,ordinal,rule_mapped,fiscal_tax_budget,cigarette taxes,3.0.0,73F035656237820B,32D098F25BCFCEAF,tax_cigarette,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",c) Corporate taxes,tax_corporate,economic_ideology,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,corporate taxes,3.0.0,F3953E2980D7D7D8,42E50A969FE7DFE6,tax_corporate,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",d) Gas/Oil taxes,,,,,,unmapped,fiscal_tax_budget,gas/oil taxes,3.0.0,B46A7C5E02DE6643,BDB4C004A3F394E9,,[],[],binary,unreviewed,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",e) Property taxes,tax_property,economic_ideology,-1.0,medium,ordinal,rule_mapped,fiscal_tax_budget,property taxes,3.0.0,86EE8983DDA7E2CD,EB7538FC37345E23,tax_property,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",f) Sales taxes,tax_sales,economic_ideology,-1.0,medium,ordinal,rule_mapped,fiscal_tax_budget,sales taxes,3.0.0,038E7A171B415307,FD575285F3240B96,tax_sales,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",g) Income taxes (low-income families),tax_income_low_family,economic_ideology,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,income taxes (low-income families),3.0.0,52F08F4CD44B171E,09F46A7F20B01A4E,tax_income_low_family,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]","[""low_income""]",ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",h) Income taxes (mid-income families),,,,,,unmapped,fiscal_tax_budget,income taxes (mid-income families),3.0.0,B3960955D87E7068,7C88115BF8597BFE,mid_income_tax_level,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""""}]",[],ordinal,direct_text_review,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",i) Income taxes (high-income families),tax_income_high_family,economic_ideology,-1.0,high,ordinal,rule_mapped,fiscal_tax_budget,income taxes (high-income families),3.0.0,FB284794A1492971,C4F1FA00019E7CDC,tax_income_high_family,"[{""axis"":""tax_burden"",""pole"":""increase"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]","[""high_income""]",ordinal,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",j) Other or expanded principles:,,,,,,unmapped,fiscal_tax_budget,other or expanded principles:,3.0.0,4C981105F49A57CB,CBEFFA1C8F71F0AA,,[],[],binary,unreviewed,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.","a) Tapping into Alabama's ""rainy day"" fund",budget_rainy_day,position_only,,high,binary,position_only,fiscal_tax_budget,"tapping into alabama's ""rainy day"" fund",3.0.0,67B690FA37AB9C13,3D9B54FD2C32CEE1,budget_rainy_day,[],[],binary,legacy_position_only,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",b) Increasing tuition rates at public universities,economic_public_university_tuition_increase,economic_ideology,1.0,medium,binary,rule_mapped,fiscal_tax_budget,increasing tuition rates at public universities,3.0.0,1640CF7BECE1FDC0,529D995FF393A044,economic_public_university_tuition_increase,[],[],binary,legacy_rule_requires_v3_review,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",c) Reducing or eliminating public worker collective bargaining,labor_collective_bargaining,labor_position,-1.0,high,binary,rule_mapped,fiscal_tax_budget,reducing or eliminating public worker collective bargaining,3.0.0,7C69FE4E14A9B181,1112F75F5471ABDA,labor_collective_bargaining,"[{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",d) Reducing state employee salaries AND/OR pensions,,,,,,unmapped,fiscal_tax_budget,reducing state employee salaries and/or pensions,3.0.0,41D574305D8999B2,7FE6E08148272D4E,reduce_state_employee_compensation,"[{""axis"":""public_employee_compensation"",""pole"":""reduce"",""strength"":""primary"",""rationale"":""""},{""axis"":""labor_capital_alignment"",""pole"":""capital_management"",""strength"":""secondary"",""rationale"":""""}]",[],binary,direct_text_review,2,True
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",e) Instituting mandatory furloughs AND/OR layoffs for state employees,,,,,,unmapped,fiscal_tax_budget,instituting mandatory furloughs and/or layoffs for state employees,3.0.0,E7084136EADBA27D,3E200B09DAF92379,,[],[],binary,unreviewed,0,False
2014.0,"Budget, Spending, & Tax Issues:","1) State Spending:Using the key, indicate what state funding levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.2) State Taxes:Using the key, indicate what state tax levels (#1-6) you support for the following general categories. Select one level per category; you may use a number more than once.3) Budget Stabilization:Indicate which proposals you support (if any) for balancing Alabama's budget.",f) Reducing benefits for Medicaid recipients,economic_medicaid_benefit_reduction,economic_ideology,1.0,high,binary,rule_mapped,fiscal_tax_budget,reducing benefits for medicaid recipients,3.0.0,0ACAAE7EBB6331A0,EF86ADEB9FC63366,economic_medicaid_benefit_reduction,[],[],binary,legacy_rule_requires_v3_review,0,False
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,1) Individual,campaign_contribution_limits_individual,position_only,,high,binary,position_only,campaign_elections_government,individual,3.0.0,95AB01FFFE7544B0,68F449271D5AF670,campaign_contribution_limits_individual,[],[],binary,legacy_position_only,0,False
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,2) Political Action Committee,,,,,,unmapped,campaign_elections_government,political action committee,3.0.0,BEC271457A50BB73,37789D41D1E3635D,limit_pac_contributions,"[{""axis"":""campaign_finance_restrictions"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",[],binary,direct_text_review,2,True
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,3) Corporate,campaign_contribution_limits_corporate,position_only,,high,binary,position_only,campaign_elections_government,corporate,3.0.0,D0C3FF2BED9F5E93,4A10A064FBE8B091,campaign_contribution_limits_corporate,[],[],binary,legacy_position_only,0,False
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,4) Political Party,,,,,,unmapped,campaign_elections_government,political party,3.0.0,F938B4C4493E3E92,E9798404FBF8E10D,limit_political_party_contributions,"[{""axis"":""campaign_finance_restrictions"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",[],binary,direct_text_review,2,True
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,b) Should candidates for state office be encouraged to meet voluntary spending limits?,,,,,,unmapped,campaign_elections_government,should candidates for state office be encouraged to meet voluntary spending limits?,3.0.0,A7B5AE7E1880A980,B81626DD5A2B1221,,[],[],binary,unreviewed,0,False
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,c) Do you support requiring full and timely disclosure of campaign finance information?,campaign_finance_disclosure,position_only,,high,binary,position_only,campaign_elections_government,do you support requiring full and timely disclosure of campaign finance information?,3.0.0,6678495B63A94164,E085813252E1B45B,campaign_finance_disclosure,[],[],binary,legacy_position_only,0,False
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,d) Do you support the use of an independent AND/OR bipartisan commission for redistricting?,,,,,,unmapped,campaign_elections_government,do you support the use of an independent and/or bipartisan commission for redistricting?,3.0.0,21392A55F88F5BC6,9213CF20D5CEC9AB,independent_redistricting_commission,"[{""axis"":""redistricting_governance"",""pole"":""independent_commission"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",[],binary,direct_text_review,2,True
2014.0,Campaign Finance & Government Reform Issues:,a) Do you support limits on the following types of contributions for state candidates?,e) Do you support requiring a government-issued photo identification in order to vote at the polls?,elections_photo_id,government_reform_position,1.0,high,binary,rule_mapped,campaign_elections_government,do you support requiring a government-issued photo identification in order to vote at the polls?,3.0.0,F578ADD6758526A9,4EB0A28BCEF0550C,elections_photo_id,"[{""axis"":""voting_access"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Crime & Public Safety Issues:,,a) Do you support capital punishment for certain crimes?,crime_death_penalty,criminal_justice_position,1.0,high,binary,rule_mapped,criminal_justice,do you support capital punishment for certain crimes?,3.0.0,42CEC508F3158D6C,759B3334E7C6D2A9,crime_death_penalty,"[{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Crime & Public Safety Issues:,,"b) Do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",,,,,,unmapped,criminal_justice,"do you support alternatives to incarceration for certain non-violent offenders, such as mandatory counseling or substance abuse treatment?",3.0.0,D8298D09CCADCEA3,CF3028AB45081628,,[],[],binary,unreviewed,0,False
2014.0,Crime & Public Safety Issues:,,c) Do you support legalizing the possession of small amounts of marijuana?,crime_marijuana_legalization,criminal_justice_position,-1.0,high,binary,rule_mapped,criminal_justice,do you support legalizing the possession of small amounts of marijuana?,3.0.0,3FBD82D40519E0D6,412D67A6433BEB73,crime_marijuana_legalization,"[{""axis"":""criminal_punishment"",""pole"":""rehabilitative"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Crime & Public Safety Issues:,,d) Should a minor accused of a violent crime be prosecuted as an adult?,,,,,,unmapped,criminal_justice,should a minor accused of a violent crime be prosecuted as an adult?,3.0.0,E8CD32098A03C27C,FADDAC9C37EC191A,,[],[],binary,unreviewed,0,False
2014.0,Crime & Public Safety Issues:,,e) Should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,,,,,,unmapped,criminal_justice,should a minor who sends sexually-explicit or nude photos by cell phone face criminal charges?,3.0.0,C3703ACCC3B4E0D2,D7EBE8A3B0F4393A,,[],[],binary,unreviewed,0,False
2014.0,Crime & Public Safety Issues:,,f) Do you support the enforcement of federal immigration laws by state and local police?,,,,,,unmapped,criminal_justice,do you support the enforcement of federal immigration laws by state and local police?,3.0.0,B62E6A03C2FEB2CB,7D3BFAF4AB67E2B6,local_enforcement_federal_immigration_law,"[{""axis"":""immigration_access"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""secondary"",""rationale"":""""}]",[],binary,direct_text_review,2,True
2014.0,Economic Issues:,,a) Do you support reducing government regulations on the private sector?,economic_reduce_regulation,economic_ideology,1.0,high,binary,rule_mapped,economy_business,do you support reducing government regulations on the private sector?,3.0.0,06BE19F66D4AE430,60584FD252DA71C4,economic_reduce_regulation,"[{""axis"":""market_governance"",""pole"":""market_autonomy"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Economic Issues:,,b) Do you support increased state funding for job-training programs that re-train displaced workers?,economic_job_training,economic_ideology,-1.0,high,binary,rule_mapped,economy_business,do you support increased state funding for job-training programs that re-train displaced workers?,3.0.0,491F3C5E9FC0168E,34E90A7416FC6CEE,economic_job_training,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Economic Issues:,,c) Do you support expanding access to unemployment benefits?,economic_unemployment_benefits,economic_ideology,-1.0,high,binary,rule_mapped,economy_business,do you support expanding access to unemployment benefits?,3.0.0,7A2E2E0D1296CCEC,7A158829D5F273B5,economic_unemployment_benefits,[],[],binary,legacy_rule_requires_v3_review,0,False
2014.0,Economic Issues:,,d) Do you support providing financial incentives to the private sector for the purpose of job creation?,,,,,,unmapped,economy_business,do you support providing financial incentives to the private sector for the purpose of job creation?,3.0.0,05A48FFE880EE525,652DFD9FD6D61608,,[],[],binary,unreviewed,0,False
2014.0,Economic Issues:,,e) Do you support government spending as a means of promoting economic growth?,economic_government_spending_growth,economic_ideology,-1.0,high,binary,rule_mapped,economy_business,do you support government spending as a means of promoting economic growth?,3.0.0,939F6504080AABBB,9FE5FC425375E995,economic_government_spending_growth,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Economic Issues:,,f) Do you support providing direct financial assistance to homeowners facing foreclosure?,economic_homeowner_assistance,economic_ideology,-1.0,high,binary,rule_mapped,economy_business,do you support providing direct financial assistance to homeowners facing foreclosure?,3.0.0,A6E27866821CD25E,BD2BDEE29444E067,economic_homeowner_assistance,"[{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
2014.0,Economic Issues:,,g) Do you support an increase of the minimum wage?,labor_minimum_wage,labor_position,-1.0,high,binary,rule_mapped,economy_business,do you support an increase of the minimum wage?,3.0.0,05707CA844651A1F,3EB8FF53A0C3BCFB,labor_minimum_wage,"[{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""primary"",""rationale"":""legacy deterministic rule""}]",[],binary,legacy_deterministic_migrated,1,True
