votesmart_candidate_id,candidate,election_year,election_description,section,question,option_number,option_text,raw_answer,selected,source_type,source_url
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Affirmative Action,Indicate the principles you support (if any) concerning affirmative action. State government agencies should take race and sex into account in the following sectors:,1,a) College and university admissions,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Affirmative Action,Indicate the principles you support (if any) concerning affirmative action. State government agencies should take race and sex into account in the following sectors:,2,b) Public employment,Undecided,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Affirmative Action,Indicate the principles you support (if any) concerning affirmative action. State government agencies should take race and sex into account in the following sectors:,3,c) State contracting,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Affirmative Action,Indicate the principles you support (if any) concerning affirmative action. State government agencies should take race and sex into account in the following sectors:,4,d) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,1,a) Increase state funds for construction of state prisons and for hiring of additional prison staff.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,2,b) Support contracting with private sector firms to build and/or manage state prisons.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,3,c) End parole for repeat violent felons.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,4,d) Expand the use of the death penalty for additional circumstances relating to murder.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,5,e) Oppose the death penalty.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,6,f) Implement penalties other than incarceration for certain non-violent offenders.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,7,g) Inform communities when a convicted sex offender moves into the community.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,8,h) Increase state funds for programs which rehabilitate and educate inmates during and after their prison sentences.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,9,i) Decriminalize the use of marijuana for medicinal purposes.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,10,j) Strengthen penalties and sentences for drug-related crimes.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,11,k) Strengthen penalties and sentences for sex offenders.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,12,l) Prosecute juveniles who commit murder or other serious violent crimes as adults.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,13,"m) Implement chain gangs in prisons, in which inmates work together in chained work groups.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,14,n) Other,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Crime,Indicate which principles you support (if any) to address crime.,15,o) Do you support limiting appeals in death penalty cases?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,1,"a) Provide low interest loans and tax credits for starting, expanding, or relocating businesses.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,2,b) Reduce state government regulations on the private sector in order to encourage investment and economic expansion.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,3,c) Support limits on cash damages in lawsuits against businesses and professionals for product liability or malpractice.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,4,d) Increase funding for state job-training programs that retrain displaced workers or teach skills needed in today's job market.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,5,e) Provide increased funding for agricultural and forestry research.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Economy and Employment,Indicate which principles you support (if any) concerning the economy and employment.,6,f) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,1,a) Increase state funds for professional development of public school teachers and administrators.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,2,b) Encourage private or corporate investment in public school programs.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,3,"c) Provide parents with state-funded vouchers to send their children to any participating school (public, private, religious).",,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,4,d) Favor charter schools where independent groups receive state authorization and funding to establish new schools.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,5,e) Support sex education programs which stress abstinence.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,6,f) Support sex education programs which stress safe sexual practices.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,7,g) Increase state funds for school construction and facility maintenance.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,8,h) Increase state funds for hiring of additional teachers.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,9,"i) Endorse a mandatory ""moment of silence"" after the pledge of allegiance in public schools.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,10,j) Support state-funded merit scholarships for Alabama students to attend college in Alabama.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,11,k) Support mandatory state testing in public schools to see if academic standards are being met.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,12,l) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Education,Indicate which principles you support (if any) regarding education.,13,m) Do you support the current law that allows teachers to spank a child as long as the teacher follows local school board policies?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,1,a) Require the use of cleaner burning fuels in order to prevent pollution.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,2,"b) Support ""self-audit"" legislation which creates incentives for industries to audit themselves and clean up pollution.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,3,c) Require a cost/benefit analysis to determine the economic impact of proposed environmental regulations before they are implemented.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,4,d) Require the state to fully compensate citizens when environmental regulations limit uses on privately owned land.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,5,e) Provide funding for recycling programs in Alabama.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,6,f) Request added flexibility from the federal government in enforcing and funding federal environmental regulations.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,7,"g) Suspend participation in unfunded, federally mandated environmental protection legislation.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,8,h) Restructure the electric utility industry to allow consumers to choose their power company.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,9,i) Support a three-year moratorium on both new hog farms and all expansions of farms to over 500 hogs.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,10,j) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Environment & Energy,Indicate which principles you support (if any) regarding the environment and energy.,11,k) State environmental regulations should not be stricter than federal law.,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,1,a) Do you support amending the Alabama Constitution to limit the number of terms of State Senators and Representatives?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,2,"b) Do you support the current law which limits the number of terms the Governor can serve? (Limited to 2, 4-year terms)",Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,3,1) Individual,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,4,2) PAC,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,5,d) Do you support current limits on corporate contributions to state legislative candidates?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,6,e) Do you support requiring full and timely disclosure of campaign finance information?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,7,f) Do you support imposing spending limits on state level political campaigns?,No,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,8,g) Do you support partial funding from state taxes for state level political campaigns?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,9,h) Would you vote to ratify an amendment to the U.S. Constitution requiring an annual balanced federal budget?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,10,i) Do you support requiring a photo ID to receive a ballot?,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,11,j) Would you support amending the Alabama Constitution to allow citizen initiative and referendum?,Yes,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Government Reform,Indicate which principles you support (if any) regarding government reform.c) Do you support limiting the following types of contributions to state legislative candidates?,12,k) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,1,a) Ban the sale or transfer of all forms of semi-automatic weapons.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,2,b) Increase state restrictions on the purchase and possession of firearms.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,3,c) Maintain state restrictions on the purchase and possession of firearms.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,4,d) Favor allowing citizens to carry concealed firearms.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,5,e) Require manufacturers to provide child-safety locks with firearms.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Gun Issues,Indicate which principles you support (if any) concerning gun issues.,6,f) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,1,a) Provide tax incentives to small businesses that provide health care to their employees.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,2,"b) Ensure that citizens have access to basic health care, through managed care, insurance reforms, or state funded care where necessary.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,3,"c) Support the Children's Health Insurance Program, which provides health care to uninsured children by expanding Medicaid.",X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,4,d) Transfer more existing Medicaid recipients into managed care programs.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,5,e) Use state funds to continue some Medicaid coverage for legal immigrants.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,6,f) Limit the amount of damages that can be awarded in medical malpractice lawsuits.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,7,g) Guaranteeing medical care to all citizens is not a responsibility of state government.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Health Issues,Indicate which principles you support (if any) regarding health issues.,8,h) Other,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Social Issues,Indicate which principles you support (if any) regarding social issues.,1,a) Increase state funding for programs to prevent teen pregnancy.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Social Issues,Indicate which principles you support (if any) regarding social issues.,2,b) Provide tax credits for businesses that provide child care for their employees.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Social Issues,Indicate which principles you support (if any) regarding social issues.,3,c) Increase state funds to provide child care to children in low-income working families.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Social Issues,Indicate which principles you support (if any) regarding social issues.,4,d) Deny or suspend state-issued permits and licenses to parents who are delinquent in paying court-ordered child support.,X,True,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
5646,Blaine Galliher,1998,Alabama State Legislative Election 1998 National Political Awareness Test,Social Issues,Indicate which principles you support (if any) regarding social issues.,5,e) Favor banning smoking in public places.,,False,candidate_supplied_pct_response,https://j.futurefacts.votesmart.io/candidate/political-courage-test/5646/blaine-galliher
