ontology_version,review_id,election_year,normalized_option,decision,primary_domain,policy_domains_json,policy_key,effects_json,confidence,response_mode,reviewer_notes,reviewed_at_utc
2.0.1,90DAFBF66D8125A3,2018,do you support the regulation of indirect campaign contributions from corporations and unions?,adjudicated,government_reform,"[""government_reform"",""business"",""labor""]",regulate_indirect_campaign_contributions,"[{""axis"":""campaign_finance_restrictions"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,91A39BD191A5FD02,2010,"do you support state funding for the development of traditional domestic energy sources (e.g. coal, natural gas, oil)?",adjudicated,energy,"[""energy"",""natural_resources"",""business"",""environment""]",fund_traditional_energy_development,"[{""axis"":""resource_development"",""pole"":""expand"",""strength"":""primary"",""rationale"":""""},{""axis"":""climate_energy"",""pole"":""fossil_expansion"",""strength"":""primary"",""rationale"":""""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""""},{""axis"":""business_scale_alignment"",""pole"":""large_business"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,9213CF20D5CEC9AB,2014,do you support the use of an independent and/or bipartisan commission for redistricting?,adjudicated,government_reform,"[""government_reform""]",independent_redistricting_commission,"[{""axis"":""redistricting_governance"",""pole"":""independent_commission"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,9395B1D2CF02F0D7,2010,should the possession of small amounts of marijuana be decriminalized?,adjudicated,criminal_justice,"[""criminal_justice""]",marijuana_possession_decriminalization,"[{""axis"":""drug_criminalization"",""pole"":""decriminalize"",""strength"":""primary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,9420CEB59F3A5B54,1998,provide tax credits for businesses that provide child care for their employees.,adjudicated,childcare,"[""childcare"",""business"",""labor"",""taxation""]",childcare_employer_tax_credit,"[{""axis"":""childcare_support"",""pole"":""expansion"",""strength"":""primary"",""rationale"":""""},{""axis"":""childcare_delivery"",""pole"":""employer_incentive"",""strength"":""primary"",""rationale"":""""},{""axis"":""labor_capital_alignment"",""pole"":""labor"",""strength"":""secondary"",""rationale"":""""},{""axis"":""market_governance"",""pole"":""intervention"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,A7E047B2B299B4BB,2010,do you support the enforcement of federal immigration laws by state and local police?,adjudicated,immigration,"[""immigration"",""criminal_justice""]",local_enforcement_federal_immigration_law,"[{""axis"":""immigration_access"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,BA4CFD7BC06EEBC3,2018,instituting mandatory furloughs and/or layoffs for state employees?,adjudicated,labor,"[""labor"",""economy""]",state_employee_furloughs_layoffs,"[{""axis"":""public_employee_compensation"",""pole"":""reduce"",""strength"":""primary"",""rationale"":""""},{""axis"":""labor_capital_alignment"",""pole"":""capital_management"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,DC85E256045D3D09,2018,do you support the enforcement of federal immigration laws by state and local police?,adjudicated,immigration,"[""immigration"",""criminal_justice""]",local_enforcement_federal_immigration_law,"[{""axis"":""immigration_access"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""""},{""axis"":""criminal_punishment"",""pole"":""punitive"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,E6D2D863E600914F,2010,should marriage only be between one man and one woman?,adjudicated,civil_social,"[""civil_social""]",restrict_marriage_to_opposite_sex,"[{""axis"":""marriage_equality"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""""},{""axis"":""civil_social_liberty"",""pole"":""restrict"",""strength"":""primary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
2.0.1,E9798404FBF8E10D,2014,political party,adjudicated,government_reform,"[""government_reform""]",limit_political_party_contributions,"[{""axis"":""campaign_finance_restrictions"",""pole"":""strengthen"",""strength"":""primary"",""rationale"":""""},{""axis"":""institutional_populism"",""pole"":""popular_control"",""strength"":""secondary"",""rationale"":""""}]",high,binary,Direct adjudication from original questionnaire wording; model outputs non-authoritative.,2026-08-17T02:50:10.959463+00:00
